Тип предложения,Комнаты,Адрес,Серия,Площадь,Отопление,Состояние,Возможность рассрочки,Возможность ипотеки,Возможность обмена,Интернет,Газ,Балкон,Мебель,Пол,Высота потолков,Телефон,Санузел,Входная дверь,Парковка,Ценна доллар,Lat,Lon,Город,Номер этажа,Общий этаж,Домофон,Видеонаблюдение,Охрана,Решетки на окнах,Кодовый замок,Сигнализация,Видеодомофон,Консьерж,Договор купли-продажи,Договор дарения,Технический паспорт,Акт ввода в эксплуатацию,Красная книга,зеленая книга,Материал,Год
агент,4,"Бишкек, Магистраль, просп. Айтматова / ул. Масалиева",элитка,152.0,1.0,под самоотделку (псо),,,,,,,,,3.0,,,,,168720,42.8191,74.5857,Бишкек,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,
агент,3,"Бишкек, Юбилейка",104 серия,58.0,1.0,евроремонт,,,,,,,,,,,,,,82000,42.8597,74.6129,Бишкек,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,
агент,4,"Бишкек, Махатма Ганди - БЧК, Касымалы Баялинова, 180",индивид. планировка,105.7,,,,1.0,,,,,,,3.0,,,,,93000,42.8923,74.5764,Бишкек,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2020
агент,1,"Бишкек, Академия МВД",105 серия,35.0,1.0,среднее,,,,,,,,,,,,,,41500,42.8691,74.6906,Бишкек,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,
агент,3,"Бишкек, 6 м-н",106 серия,68.0,1.0,евроремонт,,,,,,,,,,,,,,92000,42.8261,74.6246,Бишкек,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,
агент,4,"Бишкек, Магистраль, просп. Айтматова / ул. Масалиева",элитка,180.0,1.0,под самоотделку (псо),,,,,,,,,3.0,,,,,185400,42.8191,74.5857,Бишкек,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,
агент,2,"Бишкек, 7 м-н, 7-й микрорайон, 23",индивид. планировка,52.0,,,,0.0,,,,,,,3.1,,,,,87900,42.8293,74.6172,Бишкек,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2020
агент,3,"Бишкек, Асанбай м-н, Айтиева, 17",индивид. планировка,109.0,,,,1.0,,,,,,,3.15,,,,,148000,42.8212,74.6221,Бишкек,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2016
агент,2,"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",108 серия,80.0,1.0,евроремонт,,,,,,,,,,,,,,85000,42.8566,74.6386,Бишкек,4,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,
агент,1,"Бишкек, Джал-29 м-н, Садырбаева стр. 258",элитка,39.0,1.0,евроремонт,,,,,1.0,1.0,полностью меблирована,,3.0,,раздельный,бронированная,,53000,42.8302,74.5648,Бишкек,8,13,1,1,1,0,0,0,0,0,0,0,1,0,0,0,монолитный,2020
агент,1,"Бишкек, Улан-2 м-н",105 серия,44.0,1.0,хорошее,,,,,,,,,,,,,,51000,42.8453,74.6336,Бишкек,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,панельный,
агент,1,"Бишкек, АЮ Grand, Анкара 28",элитка,50.0,1.0,хорошее,,,,adsl,1.0,,полностью меблирована,ламинат,3.0,,совмещенный,бронированная,,58500,42.8545,74.6736,Бишкек,9,10,1,1,1,0,0,0,0,0,1,0,0,0,0,0,кирпичный,2016
агент,2,"Бишкек, Кара-Жыгач ж/м, Кара-жыгач",элитка,60.0,1.0,евроремонт,,,,,,,,,,,,,,64000,42.856,74.6616,Бишкек,4,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,кирпичный,
агент,2,"Бишкек, Академия Наук",элитка,75.0,1.0,евроремонт,,,,,,,полностью меблирована,,,,,,,116300,42.8776,74.5844,Бишкек,9,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,кирпичный,
агент,5,"Бишкек, Советская - Скрябина, Байтик Баатыра, 17",индивид. планировка,281.0,,,,1.0,,,,,,,3.0,,,,,390000,42.8506,74.6101,Бишкек,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2008
агент,1,"Бишкек, Ден Сяопина - Фучика, Фучика 38/2/Рыскулова",элитка,36.0,1.0,евроремонт,,,,,,,,,,,,,,46000,42.8806,74.5605,Бишкек,1,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,кирпичный,
агент,3,"Бишкек, Магистраль,  ул. Куттубаева, 15",элитка,93.0,1.0,под самоотделку (псо),,,,,,,,,,,,,,91900,42.813,74.6193,Бишкек,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,
агент,2,"Бишкек, 8 м-н",104 серия,43.0,1.0,хорошее,,,,,,,полностью меблирована,,,,,,,64000,42.8344,74.611,Бишкек,3,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,панельный,
агент,2,"Бишкек, Магистраль, Иманалиева, 4а",индивид. планировка,75.1,,,,0.0,,,,,,,3.0,,,,,61000,42.8128,74.6108,Бишкек,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2025
агент,2,"Бишкек, Ипподром",элитка,66.0,1.0,евроремонт,0.0,1.0,,,,,,,,,,,,74900,42.8527,74.5573,Бишкек,2,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,панельный,2022
агент,1,"Бишкек, Верхний Джал м-н",106 серия,36.0,1.0,среднее,,,,,,,,,,,,,,51300,42.8349,74.5665,Бишкек,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,
агент,2,"Бишкек, Дворец спорта,  ул.Рыскулова / Коенкозова",элитка,60.0,1.0,евроремонт,,,,,,,,,,,,,,98200,42.8791,74.5933,Бишкек,4,17,0,0,0,0,0,0,0,0,1,0,1,0,1,0,монолитный,
агент,2,"Бишкек, Киргизия-2 м-н, Манас айылы, 3д",индивид. планировка,68.0,,,,0.0,,,,,,,2.5,,,,,125000,42.8094,74.5797,Бишкек,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2023
агент,2,"Бишкек, Кара-Жыгач ж/м, Кара-жыгач",элитка,65.0,1.0,евроремонт,,,,,,,,,3.0,,,,,73500,42.8588,74.6584,Бишкек,10,12,0,0,0,0,0,0,0,0,1,0,1,0,1,0,монолитный,
агент,2,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",элитка,45.0,1.0,евроремонт,0.0,0.0,обмен не предлагать,проводной,1.0,0.0,полностью меблирована,ламинат,3.0,0.0,совмещенный,,,82500,42.8188,74.6162,Бишкек,2,8,1,1,1,0,0,0,0,0,1,0,1,0,0,0,монолитный,2021
агент,3,"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",элитка,89.0,1.0,под самоотделку (псо),0.0,,,,,,,,3.0,,,бронированная,,87000,42.818,74.6088,Бишкек,13,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024
агент,1,"Бишкек, Кара-Жыгач ж/м",индивид. планировка,47.0,1.0,евроремонт,,,,,,,,,,,,,,67000,42.8623,74.6586,Бишкек,2,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,кирпичный,
агент,3,"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",элитка,80.0,1.0,евроремонт,,,,,,,,,3.0,,,,,140000,42.8171,74.6059,Бишкек,9,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,монолитный,
агент,2,"Бишкек, Советская - Скрябина, Медерова/Элебаева",элитка,53.0,1.0,евроремонт,,,,,,,,,3.0,,,,,88000,42.8525,74.6143,Бишкек,6,14,0,0,0,0,0,0,0,0,1,0,1,0,0,0,монолитный,2020
агент,5,"Бишкек, Ак Кеме, Минжилкиева 117",элитка,293.0,1.0,евроремонт,,,,,,,,,3.2,,,,,498100,42.836,74.5828,Бишкек,13,13,0,0,0,0,0,0,0,0,1,0,1,0,0,0,монолитный,
агент,4,"Бишкек, Кок-Жар ж/м",элитка,220.0,1.0,евроремонт,,,,,,,,,,,,,,199000,42.8337,74.6545,Бишкек,2,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,кирпичный,
агент,3,"Бишкек, Парк Панфилова/Спартак, Панфилова/Фрунзе",элитка,106.0,1.0,евроремонт,,,,,,,,,,,,,,120000,42.8811,74.601,Бишкек,12,13,0,0,0,0,0,0,0,0,0,0,1,0,1,0,монолитный,2015
агент,3,"Бишкек, Средний Джал м-н, Джал-23 мкр, 37",индивид. планировка,80.0,,,,1.0,,,,,,,2.5,,,,,90000,42.8371,74.5648,Бишкек,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2014
агент,1,"Бишкек, Магистраль,  ул. Куттубаева, 15",элитка,47.0,1.0,евроремонт,,,,,,,,,3.0,,,,,62500,42.8138,74.6191,Бишкек,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2023
агент,2,"Бишкек, Магистраль, Токомбаева/Сухэ Батора",элитка,77.0,1.0,евроремонт,,,,,,,,,3.0,,,,,130000,42.8227,74.6147,Бишкек,9,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,монолитный,
агент,3,"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",элитка,137.0,1.0,под самоотделку (псо),,,,,,,,,,,,,,184950,42.8167,74.6245,Бишкек,9,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,
агент,3,"Бишкек, Асанбай м-н, Куттубаева/Токомбаева",элитка,92.0,1.0,евроремонт,,,,,,,,,3.2,,,,,165000,42.8177,74.6247,Бишкек,8,10,0,0,0,0,0,0,0,0,1,0,1,0,1,0,монолитный,
агент,3,"Бишкек, Магистраль, пр. Ч. Айтматова 82/2",элитка,105.0,1.0,евроремонт,,,,,,,,,3.2,,,,,170000,42.8277,74.586,Бишкек,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2021
агент,1,"Бишкек, Магистраль, Иманалиева, 4а",индивид. планировка,51.8,,,,0.0,,,,,,,3.0,,,,,42500,42.8128,74.6108,Бишкек,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2025
агент,1,"Бишкек, Магистраль, Куттубаева, 15",индивид. планировка,41.0,,,,0.0,,,,,,,2.5,,,,,52000,42.8129,74.6193,Бишкек,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2023
агент,2,"Бишкек, Тенир-Тоо м-н",элитка,62.0,1.0,евроремонт,,,,,,,,,,,,,,63500,42.8388,74.5285,Бишкек,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,
агент,3,"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",элитка,103.0,1.0,евроремонт,,,,,,,,,3.0,,,,,169000,42.8171,74.6059,Бишкек,2,14,0,0,0,0,0,0,0,0,1,0,1,0,1,0,монолитный,
агент,2,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",элитка,76.0,1.0,под самоотделку (псо),,,,,,,,,3.0,,,,,102000,42.8195,74.6155,Бишкек,11,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,монолитный,
агент,1,"Бишкек, Гагарина",элитка,40.0,1.0,евроремонт,0.0,1.0,обмен не предлагать,,1.0,1.0,частично меблирована,ламинат,,,совмещенный,бронированная,паркинг,46000,42.8489,74.5438,Бишкек,4,4,1,0,0,1,0,0,0,0,1,0,1,0,1,0,кирпичный,2022
агент,5,"Бишкек, Академия Наук, Чуй пр-т, 261",индивид. планировка,104.9,,,,1.0,,,,,,,3.3,,,,,160000,42.877,74.5832,Бишкек,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,1956
агент,5,"Бишкек, Площадь Победы, Гоголя, 116",индивид. планировка,161.1,,,,0.0,,,,,,,2.5,,,,,185000,42.8806,74.619,Бишкек,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2014
агент,2,"Бишкек, КНУ, Тимирязева/Жумабека",элитка,41.0,1.0,евроремонт,,,,,,,,,3.0,,,,,60000,42.884,74.581,Бишкек,15,16,0,0,0,0,0,0,0,0,1,0,1,0,1,1,монолитный,
агент,2,"Бишкек, Ошский рынок",104 серия,44.0,1.0,хорошее,,,,,,,,,,,,,,57000,42.8773,74.5715,Бишкек,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,
агент,2,"Бишкек, КНУ, Фрунзе/Турусбекова",элитка,70.0,1.0,хорошее,,1.0,обмен не предлагать,adsl,1.0,1.0,полностью меблирована,ламинат,3.0,0.0,раздельный,бронированная,паркинг,89000,42.8823,74.5844,Бишкек,3,10,1,1,1,1,1,0,0,0,0,0,0,0,0,0,кирпичный,2017
агент,3,"Бишкек, ЦУМ, Токтогула, 77",индивид. планировка,88.0,,,,1.0,,,,,,,3.05,,,,,87000,42.8722,74.613,Бишкек,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,1986
агент,2,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",элитка,76.0,1.0,под самоотделку (псо),,,,,,,,,3.0,,,,,102000,42.8195,74.6155,Бишкек,11,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,монолитный,
агент,2,"Бишкек, Магистраль, Токомбаева 29/5",элитка,66.0,1.0,хорошее,,,,adsl,1.0,0.0,полностью меблирована,ламинат,3.0,1.0,совмещенный,бронированная,рядом охраняемая стоянка,78500,42.8239,74.6134,Бишкек,4,12,0,1,1,0,0,0,0,0,0,0,1,0,0,0,монолитный,2017
агент,3,"Бишкек, Магистраль, Манаса",элитка,96.0,1.0,евроремонт,,,,,,,,,,,,,,136000,42.8276,74.5871,Бишкек,6,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2023
агент,1,"Бишкек, Магистраль, Сухэ Батора/Токомбаева",элитка,45.0,1.0,евроремонт,,,,,,,,,3.0,,,,,79900,42.8195,74.6155,Бишкек,10,12,0,0,0,0,0,0,0,0,1,0,1,1,1,0,монолитный,
агент,1,"Бишкек, Восток-5 м-н",106 серия,51.0,1.0,евроремонт,0.0,0.0,обмен не предлагать,,,,,,,,,,,54000,42.8685,74.6326,Бишкек,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,панельный,2018
агент,3,"Бишкек, Магистраль, Масалиева/Чапаева",элитка,100.0,1.0,евроремонт,,,,,,,,,3.0,,,,,132000,42.8301,74.5771,Бишкек,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,
агент,3,"Бишкек, Джал 15 м-н, Джал-15 мкр, 32",индивид. планировка,103.9,,,,1.0,,,,,,,2.95,,,,,116000,42.8451,74.5647,Бишкек,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2009
агент,3,"Бишкек, Юг-2 м-н",105 серия,61.0,1.0,евроремонт,,,,,,,,,,,,,,76000,42.8595,74.6077,Бишкек,9,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,панельный,
агент,3,"Бишкек, 1000 мелочей, Суюнбаева Чуй",105 серия,70.0,1.0,евроремонт,,,обмен не предлагать,adsl,1.0,1.0,полностью меблирована,линолеум,2.7,1.0,раздельный,бронированная,паркинг,105000,42.8772,74.623,Бишкек,2,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,панельный,1980
агент,3,"Бишкек, Магистраль, Асанбай, Сухэ-Батора",элитка,107.0,1.0,евроремонт,,,,,,,,,3.3,,,,,239999,42.8189,74.6133,Бишкек,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022
агент,4,"Бишкек, Магистраль, Куттубаева/Южная Магистраль",элитка,100.0,1.0,евроремонт,,,,,,,,,3.0,,,,,145000,42.8131,74.6192,Бишкек,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2022
агент,4,"Бишкек, Восточный автовокзал, Осмонкула, 241",индивид. планировка,124.2,,,,0.0,,,,,,,3.35,,,,,154500,42.8815,74.6274,Бишкек,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,кирпичный,2016
агент,2,"Бишкек, Баха, Джал-15/Курчатова",элитка,68.0,1.0,евроремонт,,,с доплатой покупателя,adsl,1.0,1.0,пустая,ламинат,3.0,0.0,раздельный,бронированная,паркинг,76500,42.8458,74.5625,Бишкек,9,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,монолитный,2024
агент,4,"Бишкек, Магистраль, просп. Айтматова / ул. Масалиева",элитка,126.0,1.0,под самоотделку (псо),,,,,,,,,3.0,,,,,151200,42.8191,74.5857,Бишкек,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,
агент,1,"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",элитка,42.0,1.0,евроремонт,,,,,1.0,1.0,,ламинат,3.0,,совмещенный,бронированная,паркинг,55000,42.8451,74.5654,Бишкек,11,14,1,1,1,0,0,1,0,0,0,0,0,0,1,0,монолитный,2023
агент,2,"Бишкек, Золотой квадрат, Панфилова-Московская",элитка,74.0,1.0,под самоотделку (псо),,,обмен не предлагать,adsl,1.0,1.0,пустая,плитка,3.0,0.0,раздельный,бронированная,паркинг,95000,42.8691,74.6008,Бишкек,8,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,монолитный,2024
агент,3,"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",элитка,138.0,1.0,под самоотделку (псо),,,,,,,,,,,,,,211140,42.8167,74.6245,Бишкек,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,монолитный,2025
агент,3,"Бишкек, Парк Панфилова/Спартак, Панфилова/Фрунзе",элитка,106.0,1.0,евроремонт,,,,,,,,,,,,,,120000,42.8811,74.601,Бишкек,12,13,1,1,1,0,0,0,0,0,0,0,1,0,1,0,монолитный,2015
агент,3,"Бишкек, Магистраль, пр. Мира/Южная магистраль",элитка,130.0,1.0,евроремонт,0.0,0.0,обмен не предлагать,,1.0,1.0,полностью меблирована,ламинат,3.0,,2 с/у и более,металлическая,паркинг,275000,42.8245,74.5842,Бишкек,10,11,1,1,1,0,0,0,0,0,1,0,1,0,0,0,монолитный,2017
